

==================================================
               TF for Training Set                
==================================================

     |  word_1  word_2  word_3  word_4  word_5  word_6  word_7  word_8  word_9 word_10
d309 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d310 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d311 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d312 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d313 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d314 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d315 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d316 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d317 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d318 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d319 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d320 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d321 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d322 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d323 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d324 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d325 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d326 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d327 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d328 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d329 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d330 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d331 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d332 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d333 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d334 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d335 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d336 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d337 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d338 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d339 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d340 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d341 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d342 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d343 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d344 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d345 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d346 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d347 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d348 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d349 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d350 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d351 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d352 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d353 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d354 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d355 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d356 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d357 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d358 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d359 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d360 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d361 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d362 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d363 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d364 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d365 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d366 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d367 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d368 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d369 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d370 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d371 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d372 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d373 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d374 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d375 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d376 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d377 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d378 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d379 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d380 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d381 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d382 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d383 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d384 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d385 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d386 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d387 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d388 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d389 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d390 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d391 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d392 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d393 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d394 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d395 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d396 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d397 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d398 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d399 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d400 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d401 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d402 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d403 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d404 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d405 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d406 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d407 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d408 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d409 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d410 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d411 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d412 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d413 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d414 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d415 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d416 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d417 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d418 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d419 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d420 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d421 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d422 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d423 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d424 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d425 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d426 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d427 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d428 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d429 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d430 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d431 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d432 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d433 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d434 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d435 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d436 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d437 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d438 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d439 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d440 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d441 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d442 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d443 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d444 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d445 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d446 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d447 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d448 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d449 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d450 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d451 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d452 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d453 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d454 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d455 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d456 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d457 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
